maintype,grade,FD-score,LiA-score,CLIB-score,CLIB_stop-score,CILT-score,CILT_stop-score
school,6,67,61,35,28,76,81
school,5,68,64,40,39,74,75
school,4,79,74,37,31,77,80
leesboeken,7,82,76,37,35,68,69
school,5,85,80,44,40,68,71
media,4,75,62,40,36,69,71
leesboeken,4,78,68,37,31,68,71
school,4,81,73,43,39,67,69
media,4,89,75,41,36,64,67
leesboeken,2,85,78,45,42,63,65
school,6,72,56,37,32,68,71
leesboeken,5,80,73,35,30,75,77
leesboeken,5,67,62,36,35,76,77
school,4,70,64,25,20,79,82
leesboeken,5,79,69,40,39,66,67
leesboeken,5,85,76,41,36,70,72
school,4,79,78,43,38,75,78
leesboeken,7,82,72,34,31,74,75
school,6,48,36,25,22,82,84
media,5,91,84,51,47,57,59
leesboeken,5,80,75,36,37,74,73
media,4,80,70,39,37,70,71
media,4,74,65,44,43,67,68
school,5,83,64,36,34,62,64
school,5,53,51,35,37,82,81
leesboeken,3,77,68,40,40,67,67
leesboeken,5,88,81,43,40,68,69
media,4,70,62,25,22,82,84
leesboeken,2,77,65,37,35,70,71
leesboeken,2,82,76,35,31,74,76
leesboeken,7,88,80,38,34,68,71
school,6,66,58,36,34,72,74
leesboeken,7,89,79,41,38,66,68
school,3,82,77,42,37,72,75
leesboeken,6,76,65,37,30,70,75
media,4,83,77,40,37,71,73
leesboeken,7,88,83,40,38,72,73
leesboeken,7,85,80,41,38,68,70
leesboeken,5,74,69,32,26,79,82
media,4,70,63,38,35,74,75
leesboeken,2,91,82,39,37,70,72
school,5,83,78,46,43,67,68
leesboeken,5,87,81,39,37,70,71
media,4,63,56,28,26,78,79
media,4,71,61,34,32,73,73
leesboeken,5,90,79,40,38,65,66
leesboeken,2,88,82,46,41,66,68
school,4,79,61,44,40,61,64
leesboeken,7,81,73,44,38,65,69
media,4,80,73,36,29,73,77
leesboeken,5,92,83,42,40,65,66
school,5,89,82,43,42,67,68
leesboeken,5,79,74,43,40,68,69
school,3,60,57,38,34,78,81
leesboeken,8,79,73,39,35,69,71
media,4,64,58,34,32,78,79
leesboeken,7,76,72,41,39,72,73
leesboeken,5,78,68,36,34,68,70
media,4,61,56,30,24,78,81
school,6,77,71,33,30,74,75
school,4,90,84,46,40,67,70
leesboeken,2,77,72,32,29,77,79
school,4,82,74,43,40,69,71
media,4,76,71,39,37,74,75
leesboeken,7,84,71,39,35,66,69
leesboeken,5,78,67,43,39,67,69
leesboeken,3,98,88,46,40,63,66
school,5,105,92,44,41,58,60
media,4,77,67,38,34,74,76
leesboeken,2,79,71,38,35,70,72
leesboeken,2,76,64,36,31,68,71
leesboeken,5,85,77,37,34,70,72
school,4,92,85,44,40,65,67
media,3,82,77,36,34,70,71
leesboeken,2,79,71,41,37,68,70
leesboeken,2,81,74,39,35,70,73
school,6,82,74,39,38,70,70
leesboeken,2,94,85,46,38,63,67
leesboeken,3,82,77,41,37,71,74
leesboeken,5,73,59,34,31,71,73
leesboeken,7,84,76,42,36,66,69
school,6,68,64,42,39,72,74
school,4,85,78,44,38,68,72
school,5,75,68,34,30,75,77
media,4,63,52,33,28,76,78
leesboeken,1,109,103,59,52,62,66
school,3,88,82,48,41,67,71
leesboeken,2,93,84,45,41,62,65
leesboeken,7,83,77,38,37,72,72
leesboeken,2,95,86,50,46,62,64
school,5,83,73,31,29,74,76
leesboeken,6,50,44,20,16,86,88
leesboeken,7,77,69,40,35,68,71
media,4,54,44,36,31,76,79
leesboeken,5,79,72,35,34,71,72
school,6,102,95,55,51,56,58
school,5,88,83,45,44,68,69
school,5,72,69,42,39,72,73
leesboeken,2,98,91,46,43,62,64
leesboeken,2,90,84,43,38,68,71
media,4,87,79,45,41,64,66
leesboeken,5,79,68,41,39,67,68
media,4,68,62,40,37,74,75
school,5,79,73,36,36,74,74
media,4,84,75,42,39,68,70
school,5,68,60,34,30,74,76
leesboeken,7,48,37,21,18,83,85
leesboeken,5,88,79,45,42,66,68
leesboeken,5,93,83,48,43,60,63
leesboeken,7,83,73,41,38,66,68
leesboeken,5,89,79,42,40,63,64
leesboeken,2,89,81,44,40,64,67
media,4,69,57,33,26,71,75
leesboeken,5,82,71,44,43,66,66
leesboeken,2,94,87,44,40,70,71
media,4,53,47,28,25,86,88
school,6,72,67,32,26,76,80
media,4,59,54,25,23,87,88
media,4,66,58,35,30,76,79
school,5,90,80,41,37,68,70
leesboeken,7,75,63,35,33,71,72
leesboeken,5,83,71,38,34,67,70
leesboeken,2,86,78,39,36,68,70
media,4,67,62,38,32,75,78
leesboeken,6,68,45,36,34,68,70
school,3,99,92,52,46,61,65
leesboeken,5,73,63,35,30,71,74
school,6,76,68,36,32,74,77
media,4,87,79,41,40,71,72
school,5,96,88,50,46,59,61
media,4,60,54,32,27,80,83
leesboeken,3,87,81,37,34,72,74
school,4,83,78,45,43,67,68
school,4,85,78,42,37,69,72
leesboeken,7,88,78,38,35,68,70
leesboeken,7,76,67,32,27,73,76
school,4,60,62,44,42,79,81
school,5,94,89,60,55,60,63
leesboeken,5,72,63,42,35,69,73
leesboeken,2,81,76,41,39,70,71
leesboeken,4,92,86,46,41,63,66
leesboeken,2,94,88,52,47,60,63
leesboeken,3,88,76,41,36,63,66
leesboeken,5,91,83,39,37,68,70
school,6,68,59,35,28,78,83
leesboeken,5,91,84,48,43,64,67
school,6,66,64,30,24,87,91
media,3,77,72,44,42,70,71
leesboeken,5,74,61,34,31,71,73
school,6,86,78,42,35,66,70
school,6,87,72,33,30,67,69
media,4,75,68,37,35,74,75
leesboeken,5,90,80,42,40,64,66
leesboeken,2,82,71,40,38,67,68
school,6,49,53,46,46,95,94
leesboeken,7,84,78,45,42,66,68
leesboeken,5,89,79,44,41,62,64
media,4,75,62,37,33,72,74
leesboeken,5,84,76,43,40,66,68
school,4,61,57,42,36,76,79
leesboeken,5,70,59,32,29,75,76
media,4,70,61,34,30,75,77
leesboeken,2,84,76,45,43,63,65
leesboeken,7,84,74,37,35,67,69
school,5,95,89,55,47,62,66
leesboeken,5,82,78,45,39,68,72
media,4,66,59,30,21,78,83
school,5,95,87,54,54,64,64
leesboeken,5,76,68,42,40,69,70
leesboeken,5,80,72,36,33,70,72
leesboeken,2,79,65,39,37,69,70
leesboeken,5,89,81,38,36,68,70
leesboeken,6,51,43,24,20,85,87
leesboeken,5,75,61,35,30,69,72
leesboeken,7,70,62,37,35,71,72
media,4,70,64,38,34,73,75
leesboeken,7,74,62,39,37,69,70
school,6,83,71,44,44,66,66
leesboeken,5,87,80,42,39,71,73
leesboeken,5,63,51,29,26,73,75
media,4,83,76,29,26,75,76
school,5,83,76,36,33,74,75
leesboeken,6,79,60,32,30,69,70
media,4,69,60,39,36,73,75
leesboeken,5,92,83,47,45,65,66
school,6,97,90,47,45,63,64
school,6,84,78,48,45,71,73
leesboeken,2,79,75,37,33,72,75
media,4,71,65,34,34,77,78
leesboeken,7,79,73,39,36,69,70
school,6,70,60,35,31,71,73
school,5,81,68,44,37,65,69
leesboeken,2,91,85,39,36,71,73
media,4,73,59,40,36,71,74
media,4,58,54,37,33,78,80
leesboeken,2,92,85,44,43,66,67
school,6,71,70,35,35,79,79
leesboeken,5,91,83,47,45,64,65
leesboeken,5,87,75,43,39,62,64
leesboeken,2,91,85,40,37,67,69
school,5,78,74,43,36,74,77
leesboeken,5,95,87,48,45,61,63
leesboeken,2,84,78,44,40,68,70
leesboeken,5,90,80,44,40,64,66
leesboeken,5,96,89,52,48,60,62
leesboeken,2,76,70,38,36,71,72
school,6,89,77,48,44,64,66
leesboeken,5,84,77,39,34,69,72
leesboeken,5,91,82,39,35,71,73
school,6,82,76,36,31,70,73
school,5,90,83,49,41,62,67
leesboeken,6,84,73,38,36,69,70
leesboeken,5,80,70,37,35,70,71
media,4,86,74,47,44,64,66
leesboeken,2,96,87,45,41,61,63
school,4,85,75,49,43,62,66
leesboeken,2,83,76,43,39,68,70
leesboeken,7,93,81,40,38,65,65
leesboeken,3,73,62,40,35,68,71
leesboeken,5,86,73,47,40,61,66
leesboeken,2,90,85,47,40,66,70
leesboeken,2,89,84,41,38,71,72
leesboeken,7,92,81,43,38,61,64
leesboeken,5,91,85,45,41,66,69
school,5,79,68,40,38,68,70
leesboeken,4,88,82,46,43,66,68
leesboeken,5,85,74,42,37,64,67
media,4,81,71,39,39,68,68
leesboeken,5,96,84,46,40,58,61
leesboeken,7,96,87,41,36,65,68
leesboeken,5,80,75,33,32,75,76
leesboeken,5,71,58,33,29,75,77
school,4,67,62,34,25,77,82
school,6,71,66,30,29,77,77
leesboeken,5,85,80,48,43,63,66
leesboeken,5,73,56,36,31,69,72
leesboeken,7,84,69,43,39,63,65
media,4,69,60,36,32,71,73
leesboeken,4,76,69,36,31,72,75
school,3,86,78,42,40,68,69
leesboeken,5,80,75,40,36,69,72
leesboeken,4,80,70,36,30,69,73
leesboeken,5,90,85,48,44,63,66
leesboeken,5,73,65,38,33,71,74
media,4,83,74,40,35,68,71
media,4,67,55,39,36,70,71
media,4,77,68,42,38,68,71
school,5,81,74,32,30,72,73
school,5,90,83,49,44,60,63
school,6,51,47,33,30,81,83
school,3,87,82,44,42,68,69
school,5,97,87,49,42,59,63
school,6,69,66,25,22,86,88
leesboeken,2,83,74,40,36,67,70
leesboeken,6,59,53,32,31,79,80
leesboeken,2,73,64,38,33,69,72
school,6,69,46,32,26,70,73
leesboeken,3,58,51,35,29,77,80
school,6,96,90,48,43,62,64
media,4,69,59,33,30,76,78
leesboeken,2,100,88,52,48,58,61
school,4,94,87,49,47,65,66
school,5,58,52,29,24,80,82
school,4,81,73,43,37,68,71
leesboeken,7,83,74,33,30,73,74
school,6,89,78,42,38,66,68
leesboeken,5,77,65,42,40,65,67
leesboeken,5,80,75,44,42,69,70
leesboeken,2,78,68,40,36,69,71
leesboeken,5,93,85,44,40,62,65
leesboeken,3,64,51,30,29,73,74
media,4,74,63,39,35,73,75
leesboeken,7,86,80,38,36,71,72
leesboeken,5,89,75,41,38,63,64
leesboeken,5,84,77,41,38,65,67
leesboeken,2,87,82,42,40,68,70
school,5,66,57,28,27,77,78
school,5,78,74,39,36,74,76
leesboeken,2,77,67,40,37,69,71
leesboeken,3,84,70,41,37,64,66
leesboeken,5,94,87,48,42,63,67
school,4,76,67,38,35,69,71
media,4,70,64,37,35,74,75
school,6,56,56,33,31,87,89
leesboeken,5,93,85,44,44,62,62
leesboeken,7,76,57,36,28,67,71
school,5,75,67,48,49,70,69
school,5,71,64,35,30,72,75
leesboeken,6,72,55,33,30,70,72
leesboeken,5,80,74,38,34,71,74
leesboeken,5,90,82,43,40,65,67
leesboeken,4,81,73,40,36,69,71
media,4,52,47,29,26,83,84
leesboeken,5,91,83,48,45,61,62
school,6,82,69,39,32,69,73
leesboeken,2,74,60,36,29,66,71
media,4,76,65,40,38,67,68
leesboeken,5,97,88,52,46,57,61
leesboeken,5,63,53,28,25,77,79
school,3,82,78,41,38,75,77
leesboeken,7,88,80,46,44,63,63
leesboeken,5,86,80,42,38,72,74
media,3,101,91,50,43,56,60
school,2,100,92,59,56,54,56
school,4,82,70,43,41,66,67
school,5,95,86,53,51,61,61
school,3,76,67,40,35,68,71
school,6,82,70,36,34,68,69
school,6,84,77,44,43,66,67
school,3,76,71,41,38,72,74
media,4,76,67,38,32,73,77
school,6,66,62,38,32,77,80
leesboeken,5,98,92,50,47,62,64
leesboeken,3,82,70,36,35,67,68
school,3,84,77,46,44,68,69
school,5,75,71,46,39,69,73
media,4,53,47,29,25,84,86
leesboeken,5,82,70,39,36,66,68
leesboeken,5,77,72,37,35,73,74
leesboeken,2,88,79,45,42,64,66
school,6,86,83,53,51,67,68
media,4,66,57,29,23,76,79
leesboeken,3,79,67,41,38,67,69
leesboeken,7,97,89,47,43,63,66
school,5,87,80,46,41,65,68
leesboeken,5,89,85,48,46,65,66
school,5,95,89,49,46,68,70
leesboeken,7,90,74,46,41,61,63
school,6,111,101,60,57,54,56
media,4,65,57,34,29,74,77
school,5,89,82,47,43,65,68
media,3,83,79,43,41,68,69
leesboeken,5,84,72,43,40,64,66
leesboeken,7,92,85,45,45,65,65
leesboeken,7,92,84,43,41,63,64
leesboeken,5,89,82,42,37,66,69
leesboeken,7,82,74,42,37,66,69
school,3,87,82,54,49,62,65
media,4,71,63,35,29,76,79
leesboeken,5,83,76,37,36,72,72
school,6,82,73,41,39,66,67
school,5,82,75,41,39,70,72
leesboeken,5,86,78,45,39,67,71
media,4,57,52,27,23,83,85
media,4,56,44,31,30,74,74
school,4,72,66,38,32,76,79
media,4,80,71,35,30,75,77
media,4,87,76,41,40,64,64
leesboeken,5,107,97,51,47,57,59
leesboeken,6,77,67,36,31,70,72
school,6,84,78,46,42,68,70
leesboeken,5,74,66,42,39,72,73
school,6,84,76,47,42,64,67
leesboeken,5,81,73,37,33,70,73
leesboeken,7,66,57,31,29,76,77
media,4,85,74,38,32,68,72
leesboeken,3,82,73,42,34,66,70
leesboeken,2,91,83,41,37,68,70
leesboeken,2,86,81,42,39,69,70
leesboeken,4,71,61,33,31,74,76
school,5,71,60,34,29,73,76
leesboeken,5,77,71,39,35,70,73
media,4,76,69,38,34,71,74
leesboeken,4,76,70,39,33,69,73
school,5,86,75,40,35,65,68
leesboeken,5,84,77,38,33,67,70
leesboeken,6,88,78,42,38,65,68
school,6,73,61,28,27,76,76
leesboeken,2,98,90,45,42,62,64
media,4,79,71,42,35,69,73
leesboeken,7,86,68,45,40,61,64
leesboeken,5,77,66,34,31,72,74
leesboeken,5,81,73,36,34,70,72
school,4,88,78,44,43,68,68
leesboeken,3,94,87,49,43,62,65
media,4,53,40,22,18,80,82
leesboeken,3,82,73,41,40,71,72
school,3,85,80,44,40,68,70
leesboeken,5,95,89,50,47,61,63
leesboeken,7,77,64,37,31,69,72
school,4,64,58,34,31,76,77
leesboeken,2,91,84,47,40,65,70
leesboeken,5,83,74,38,34,68,71
leesboeken,5,83,71,33,30,71,73
leesboeken,5,91,86,46,42,66,69
leesboeken,2,86,81,40,37,70,72
leesboeken,2,79,71,35,31,70,72
media,4,54,48,25,21,83,85
media,4,66,58,34,29,78,81
leesboeken,5,79,74,41,38,68,70
school,5,69,61,27,22,77,81
media,4,64,54,32,30,76,77
school,5,86,78,43,40,67,69
media,4,68,58,38,36,70,71
leesboeken,5,93,86,48,43,63,66
media,3,87,82,42,39,65,67
leesboeken,7,71,61,32,27,77,80
school,6,67,61,32,28,76,78
leesboeken,5,85,79,40,39,68,70
media,4,70,63,36,32,76,78
media,4,72,64,34,30,72,74
leesboeken,7,92,83,43,39,63,65
leesboeken,7,97,86,51,48,58,59
leesboeken,5,97,88,39,39,68,68
leesboeken,5,89,82,35,34,72,73
leesboeken,2,83,77,40,37,72,73
media,4,84,73,35,30,68,71
leesboeken,5,91,82,44,42,63,65
leesboeken,5,86,77,39,35,69,72
leesboeken,2,68,61,37,34,73,75
leesboeken,5,81,75,35,32,71,73
school,6,58,43,29,24,76,79
leesboeken,2,85,77,44,40,67,70
leesboeken,7,72,68,38,34,74,77
leesboeken,4,85,72,42,36,61,65
school,4,93,81,46,41,60,62
leesboeken,6,93,82,42,35,66,70
leesboeken,2,75,66,41,38,69,70
media,4,76,71,36,32,74,76
media,4,76,68,45,39,68,72
leesboeken,5,97,87,48,45,60,62
leesboeken,5,75,65,34,27,73,77
media,4,70,66,37,35,75,76
leesboeken,5,82,73,39,37,67,69
school,4,91,84,43,38,67,70
media,4,76,65,35,33,71,73
school,5,62,50,31,27,74,76
media,4,58,49,25,22,81,83
leesboeken,7,86,79,37,36,68,69
leesboeken,7,84,72,39,35,66,68
media,4,63,57,31,29,78,79
leesboeken,5,83,77,42,37,67,70
leesboeken,7,80,68,33,28,70,73
leesboeken,2,92,85,50,45,62,66
leesboeken,7,91,84,43,42,64,65
leesboeken,2,83,77,42,38,67,69
leesboeken,2,91,82,37,36,67,68
leesboeken,4,85,80,38,36,69,70
leesboeken,5,83,74,40,37,70,71
school,3,91,84,47,43,63,66
leesboeken,5,78,73,34,32,75,76
leesboeken,2,79,70,39,35,70,72
school,6,77,76,52,49,77,79
media,4,74,65,39,33,71,75
school,6,85,79,45,37,74,79
leesboeken,5,79,73,38,33,71,74
leesboeken,5,66,58,36,32,74,77
leesboeken,2,86,79,39,37,69,70
leesboeken,2,102,94,48,45,60,61
leesboeken,2,92,82,52,46,59,62
leesboeken,5,78,71,39,31,69,73
leesboeken,5,92,83,39,33,66,70
media,3,90,81,39,39,62,62
school,2,98,92,43,40,64,66
leesboeken,2,82,74,40,38,67,69
media,4,65,60,39,35,76,79
leesboeken,5,76,66,35,31,72,74
leesboeken,3,75,65,34,31,74,75
media,4,70,60,30,26,76,78
leesboeken,2,90,82,44,43,67,68
school,5,77,67,38,31,68,72
leesboeken,7,62,54,29,26,78,80
leesboeken,7,79,68,34,30,71,73
leesboeken,5,73,57,38,35,70,72
leesboeken,5,81,70,40,36,66,68
leesboeken,5,79,64,38,33,68,71
leesboeken,7,94,87,47,45,63,64
leesboeken,7,70,62,34,29,72,75
leesboeken,5,87,76,38,34,66,69
media,4,52,45,26,23,85,87
leesboeken,3,87,81,39,34,69,72
leesboeken,2,83,78,35,31,73,75
media,4,68,58,42,39,73,75
school,5,81,72,38,36,71,72
leesboeken,5,87,79,48,43,63,66
media,3,91,84,39,34,69,71
media,4,69,60,28,24,76,78
school,4,84,75,40,36,67,70
leesboeken,5,79,70,43,41,68,69
leesboeken,2,83,75,40,36,68,71
leesboeken,2,79,69,40,35,66,69
leesboeken,7,87,78,35,34,67,68
school,4,73,69,40,31,72,77
leesboeken,6,65,54,36,32,72,74
leesboeken,6,73,64,29,24,76,78
leesboeken,8,83,79,39,35,76,78
leesboeken,7,96,86,47,44,60,62
leesboeken,7,101,88,47,43,58,60
media,4,75,60,41,39,67,68
media,4,62,58,31,25,79,82
leesboeken,5,94,87,47,40,63,67
leesboeken,5,79,68,35,33,71,72
leesboeken,5,90,82,43,41,64,65
media,4,80,71,38,31,71,75
leesboeken,7,95,88,55,47,57,61
leesboeken,7,86,75,41,37,67,69
leesboeken,5,78,68,35,32,72,73
school,4,73,69,38,35,74,75
media,4,76,65,40,32,70,76
leesboeken,2,96,90,46,43,64,65
media,4,61,48,32,28,75,78
media,4,66,57,29,27,76,77
leesboeken,2,86,80,48,44,63,65
leesboeken,7,98,89,53,53,57,57
school,6,97,90,46,46,66,66
media,4,83,76,37,30,73,77
leesboeken,5,84,75,40,37,67,69
leesboeken,5,69,62,32,30,77,79
media,4,80,70,38,36,67,69
leesboeken,7,81,70,36,32,69,71
leesboeken,2,83,72,46,41,63,66
leesboeken,2,90,84,43,40,66,68
leesboeken,5,86,80,45,41,66,69
leesboeken,5,74,61,34,33,70,71
school,6,77,73,38,35,73,74
leesboeken,5,67,53,35,29,70,74
school,6,96,90,48,43,62,64
leesboeken,2,92,80,40,36,66,68
media,4,73,66,39,35,75,77
leesboeken,5,95,88,48,42,61,64
leesboeken,5,84,77,38,33,71,74
leesboeken,4,84,77,39,30,69,75
leesboeken,5,88,80,42,37,65,68
media,4,69,62,34,28,76,80
leesboeken,5,84,73,40,37,63,64
leesboeken,7,80,69,38,32,68,72
media,4,76,67,38,34,71,73
school,5,73,69,41,34,76,80
school,6,96,88,55,50,56,59
leesboeken,2,90,80,38,36,65,66
leesboeken,2,63,43,33,31,69,70
leesboeken,2,95,86,49,42,59,63
leesboeken,5,86,80,39,34,69,71
school,6,77,71,45,41,70,72
leesboeken,5,100,86,46,43,61,63
leesboeken,5,82,74,41,36,69,72
leesboeken,5,90,82,41,39,66,67
school,5,65,60,33,30,79,81
school,3,98,92,50,45,61,64
leesboeken,5,90,80,41,37,65,68
leesboeken,6,55,46,23,17,83,87
leesboeken,7,83,75,39,35,67,70
leesboeken,5,93,85,43,41,63,64
leesboeken,5,92,82,48,43,62,64
leesboeken,6,91,79,43,39,62,64
leesboeken,5,101,93,46,40,65,69
media,3,97,90,51,48,62,63
school,6,86,77,41,37,67,70
media,4,78,64,43,35,65,70
leesboeken,7,103,90,49,45,57,59
school,5,69,63,40,30,73,79
school,6,67,60,39,34,73,76
media,4,83,73,38,32,69,73
leesboeken,5,78,68,39,36,68,70
leesboeken,3,80,75,36,32,73,75
leesboeken,2,89,78,48,46,60,61
leesboeken,2,78,72,39,37,70,71
media,4,79,70,41,39,68,69
school,5,67,62,20,16,84,86
leesboeken,5,87,78,38,35,68,70
leesboeken,5,73,64,38,32,68,72
school,2,91,85,46,43,65,67
media,4,71,67,38,31,73,77
leesboeken,5,90,79,41,39,63,64
media,4,65,57,34,31,78,80
media,4,60,56,34,27,78,83
media,4,63,56,26,22,82,85
media,4,57,48,32,28,78,81
school,4,90,81,48,45,64,66
school,3,83,77,44,42,67,68
media,4,49,42,29,19,83,89
school,5,76,59,30,24,70,74
media,4,67,59,27,24,79,81
media,4,81,69,42,39,68,69
school,6,68,62,42,34,74,78
leesboeken,7,86,80,38,37,70,71
leesboeken,2,80,74,39,37,70,71
leesboeken,2,66,61,29,26,78,80
leesboeken,2,75,72,43,37,71,75
leesboeken,2,71,53,34,29,68,70
media,4,67,62,35,32,75,77
leesboeken,3,68,60,39,34,69,72
school,5,74,66,37,37,74,74
school,5,61,57,28,25,84,85
leesboeken,5,63,46,30,26,74,77
media,4,59,52,35,32,76,78
school,5,93,87,48,45,65,67
school,5,67,61,30,27,77,79
leesboeken,7,84,79,43,37,68,71
leesboeken,2,88,82,45,45,67,67
school,4,76,70,44,38,70,73
leesboeken,5,85,75,41,39,68,69
leesboeken,2,86,78,42,38,65,68
leesboeken,4,90,79,44,43,62,62
leesboeken,2,93,82,38,33,67,70
school,5,82,76,49,45,71,73
leesboeken,5,83,74,40,34,67,70
school,5,106,101,57,52,60,63
leesboeken,2,60,51,31,27,75,77
leesboeken,4,125,118,73,67,53,57
leesboeken,5,85,77,40,37,67,69
media,4,70,64,30,27,77,78
leesboeken,5,86,77,42,37,67,70
leesboeken,3,78,73,39,34,71,74
leesboeken,4,71,65,36,29,74,78
leesboeken,5,79,67,35,29,70,74
leesboeken,2,94,84,43,40,63,65
school,6,95,86,53,50,62,64
leesboeken,2,84,79,44,42,71,72
media,4,63,58,29,25,83,85
leesboeken,5,75,57,37,33,65,67
school,5,69,57,42,34,69,74
school,5,72,62,38,34,71,73
school,5,80,74,40,39,72,72
media,4,87,78,42,38,67,69
media,4,68,62,37,35,76,78
leesboeken,5,98,90,53,48,60,62
leesboeken,2,86,75,40,35,65,68
leesboeken,5,85,79,43,36,67,71
school,4,79,71,42,37,68,72
leesboeken,2,85,77,47,40,64,68
media,4,78,70,35,29,74,77
school,5,66,63,34,32,78,79
leesboeken,6,88,76,45,39,62,66
leesboeken,5,79,67,38,35,69,71
media,4,77,64,39,35,70,72
leesboeken,5,92,81,45,44,61,62
leesboeken,8,80,74,37,31,69,73
media,4,66,59,41,37,74,76
media,4,71,63,34,29,74,76
leesboeken,2,93,84,46,41,63,66
media,4,66,54,31,30,76,77
leesboeken,7,86,76,35,30,71,73
school,6,81,70,44,35,70,76
leesboeken,5,85,75,43,39,64,66
school,6,82,73,38,33,68,71
leesboeken,7,81,74,37,32,70,73
media,4,71,62,35,29,73,77
leesboeken,5,91,81,46,42,62,65
leesboeken,7,95,88,46,37,63,68
school,4,84,79,42,37,69,72
school,5,77,71,40,39,73,74
leesboeken,2,88,78,43,38,65,67
leesboeken,4,92,84,41,39,67,68
leesboeken,7,81,69,43,36,65,68
leesboeken,5,74,63,33,28,71,74
media,3,87,78,35,35,68,69
school,6,78,67,32,28,74,76
leesboeken,7,94,86,47,43,64,66
leesboeken,7,83,74,31,27,72,74
leesboeken,2,80,72,38,35,69,70
leesboeken,5,82,72,38,35,68,69
school,6,94,83,49,45,62,64
leesboeken,2,79,72,36,32,71,73
school,3,100,95,63,58,61,64
leesboeken,2,68,55,37,31,70,73
school,5,89,79,43,41,64,65
school,6,71,70,43,39,80,82
school,4,74,68,39,35,72,75
leesboeken,2,91,84,40,37,67,69
media,4,81,72,39,36,69,71
leesboeken,5,78,69,36,33,72,74
leesboeken,7,99,91,52,50,61,62
school,5,75,68,40,34,69,73
school,6,94,86,47,42,63,66
media,4,76,69,35,33,72,74
leesboeken,5,91,85,43,41,67,68
school,5,88,80,47,43,62,65
media,4,68,61,38,36,74,74
leesboeken,2,86,74,38,34,67,70
school,6,95,87,49,44,61,64
school,5,78,76,49,43,74,77
school,5,83,71,41,34,68,72
media,4,73,64,38,35,72,73
leesboeken,2,94,86,47,41,67,70
school,5,70,67,42,38,75,77
leesboeken,5,77,65,31,28,75,77
media,4,54,47,34,29,77,80
media,4,76,65,33,28,74,77
school,5,101,88,51,49,58,59
school,5,82,76,45,39,70,74
school,5,84,75,43,39,69,72
media,4,67,57,31,25,77,80
media,4,85,77,43,37,69,73
school,5,96,88,49,43,60,63
school,6,55,49,30,21,81,86
leesboeken,5,88,78,37,34,65,67
school,3,112,100,67,66,49,50
school,5,90,85,48,45,68,70
media,4,56,53,33,32,79,80
leesboeken,2,81,75,38,36,70,71
leesboeken,2,78,71,40,33,70,74
leesboeken,3,89,78,52,45,60,65
school,5,100,91,51,49,56,58
school,5,78,69,42,38,67,69
leesboeken,5,84,70,38,35,68,69
school,5,61,56,32,30,80,81
leesboeken,6,78,59,39,33,67,71
media,4,63,54,35,32,77,79
school,4,96,89,45,45,64,64
leesboeken,5,85,71,42,37,63,66
leesboeken,2,95,87,50,46,59,62
school,4,86,79,44,38,66,69
leesboeken,6,41,32,24,23,87,88
school,5,90,80,41,40,66,67
leesboeken,7,81,74,38,37,69,70
leesboeken,5,80,71,39,35,68,71
leesboeken,5,75,65,36,30,72,76
leesboeken,7,87,81,39,33,70,74
leesboeken,2,83,77,43,40,66,68
media,4,79,69,38,35,71,73
school,6,95,85,45,39,62,65
school,4,87,75,41,36,62,65
leesboeken,5,82,70,40,34,68,71
leesboeken,5,89,82,38,37,71,72
school,6,81,76,37,31,74,77
leesboeken,4,79,68,40,37,66,67
leesboeken,5,83,74,43,37,67,70
media,3,106,97,51,52,58,58
leesboeken,5,87,80,35,31,69,72
leesboeken,3,88,81,44,41,66,68
leesboeken,2,90,81,45,44,64,64
school,4,94,88,44,42,66,67
leesboeken,5,87,77,38,33,69,72
leesboeken,2,86,75,39,37,66,67
leesboeken,5,85,78,49,46,66,68
school,5,86,81,46,41,71,74
school,4,66,56,30,26,75,77
leesboeken,7,67,57,32,31,75,75
leesboeken,5,90,77,47,45,61,62
leesboeken,5,83,75,38,36,69,71
school,6,90,83,47,43,63,66
school,5,90,83,43,39,67,70
media,4,79,68,38,35,70,71
leesboeken,5,86,77,45,40,63,66
media,4,75,68,35,30,73,76
leesboeken,7,95,88,50,46,62,65
school,6,69,64,33,26,77,82
leesboeken,6,78,67,37,34,68,70
leesboeken,2,79,73,38,35,71,73
school,6,53,49,27,24,86,88
leesboeken,5,74,65,33,28,69,72
school,6,82,79,47,47,71,71
leesboeken,7,91,81,43,40,62,64
leesboeken,2,93,86,42,36,66,70
school,6,68,62,29,26,79,81
leesboeken,2,81,71,40,37,65,67
leesboeken,5,94,86,46,43,65,67
leesboeken,6,50,40,24,22,83,84
media,4,70,61,35,29,75,79
leesboeken,7,89,79,43,39,64,66
leesboeken,2,92,83,47,42,61,64
media,4,77,67,32,32,75,75
school,6,86,82,45,42,69,71
leesboeken,4,85,79,46,43,66,67
leesboeken,2,104,96,44,39,66,69
media,4,53,43,31,26,77,80
school,5,74,68,38,29,72,77
leesboeken,5,94,86,48,45,62,63
media,4,61,55,38,35,78,80
media,4,54,47,24,17,82,86
leesboeken,2,94,86,41,40,64,65
media,3,76,72,35,35,74,74
school,4,83,74,36,33,70,72
school,5,91,88,47,42,68,71
school,4,93,79,41,40,61,62
media,4,84,78,44,41,67,69
